,total_pv,cpu_time_init,final_hip,3d_filesize,cuts,ini_fip,total,itr_max,nblocks,inj_pore_vol_gas,Rec_factor,sim_time,final_gip,time_steps,cumm_mass_error,itr/ts,total_pv0,EUR,cpu_time,definition_table_id,poroelastic,type_of_run
0,64014495.948073186,1.215897,0.0,57189183,0,33445669.093055718,217.877513,3,7500,0.9526408477387945,1.0,3650.0,99999.99999999984,806,0.0,1.011166253101737,63436356.54668852,33445669.093055718,217.871124,da6ea8a0-2ffc-46b7-9994-34675b9468d1,no,Three phase: Black-Oil
