,total_pv,cpu_time_init,final_hip,3d_filesize,cuts,ini_fip,total,itr_max,nblocks,inj_pore_vol_gas,Rec_factor,sim_time,final_gip,time_steps,cumm_mass_error,itr/ts,total_pv0,EUR,cpu_time,definition_table_id,poroelastic,type_of_run
0,63401216.65287125,1.245125999999999,0.0,57189169,0,33157479.720358696,437.319015,15,7500,0.9998948144590648,1.0,3650.0,100000.00000000032,930,0.0,1.8365591397849463,62889759.76760748,33157479.720358696,437.315141,7e8f17f2-fda7-4647-9e45-ed809630a307,no,Three phase: Black-Oil
