,idwell,wellname,reservoir_type,horizontal_length,amount_fractures,national_sand,imported_sand,injected_water,injected_co2,max_pressure,equipment_power_hp,dates
0,159910,APS.Nq.ADC.xp-1033,NO CONVENCIONAL,0.0,3,0.0,0.0,2718.2,0.0,10190.0,10897.0,2019-06-14 17:13:03.68279
1,159910,APS.Nq.ADC.xp-1033,NO CONVENCIONAL,0.0,1,0.0,0.0,600.0,0.0,9250.0,10251.0,2019-06-14 17:14:19.179874
2,159219,YPF.Nq.AdlA-1001(h),NO CONVENCIONAL,1437.3,18,3761.37,536.85,25768.3,0.0,15000.0,32000.0,2019-06-27 13:46:21.14935
3,159220,YPF.Nq.AdlA-1002(h),NO CONVENCIONAL,1518.3,19,3903.705,558.225,27398.37,0.0,11348.0,32000.0,2019-06-27 13:46:21.14935
4,159221,YPF.Nq.AdlA-1003(h),NO CONVENCIONAL,1482.3,19,3949.02,569.925,27157.6,0.0,11076.0,32000.0,2019-06-27 13:46:21.14935
5,160426,YPF.Nq.AdlA-1004(h),NO CONVENCIONAL,1424.0,18,3747.015,550.71,26054.0,0.0,11900.0,32000.0,2019-06-27 13:46:21.14935
6,160518,YPF.Nq.AdlA-1005(h),NO CONVENCIONAL,1504.0,19,3883.05,572.895,27624.0,0.0,11750.0,32000.0,2019-06-27 13:46:21.14935
7,160519,YPF.Nq.AdlA-1006(h),NO CONVENCIONAL,1504.0,19,3959.685,572.805,28123.0,0.0,11400.0,32000.0,2019-06-27 13:46:21.14935
8,160427,YPF.Nq.AdlA-1007(h),NO CONVENCIONAL,1984.3,25,5077.35,753.254999999999,35715.0,0.0,11250.0,34000.0,2019-06-27 13:46:21.14935
9,160330,YPF.Nq.AdlA-1008(h),NO CONVENCIONAL,1984.3,25,5111.28,742.005,36085.0,0.0,11350.0,34000.0,2019-06-27 13:46:21.14935
10,160331,YPF.Nq.AdlA-1009(h),NO CONVENCIONAL,1984.3,25,5098.23,764.235000000001,36014.0,0.0,11480.0,34000.0,2019-06-27 13:46:21.14935
11,154744,YPF.Nq.EOr-10(h),NO CONVENCIONAL,1146.4,15,985.23,2442.96,15526.6,0.0,10936.0,28000.0,2019-06-27 13:46:21.14935
12,158750,YPF.Nq.EOr-102(h),NO CONVENCIONAL,2465.5,27,4787.055,808.65,38961.1,0.0,11200.0,34000.0,2019-06-27 13:46:21.14935
13,158751,YPF.Nq.EOr-103(h),NO CONVENCIONAL,1973.5,25,4423.545,757.62,34249.5,0.0,11530.0,34000.0,2019-06-27 13:46:21.14935
14,158890,YPF.Nq.EOr-104(h),NO CONVENCIONAL,2606.5,35,7266.375,293.76,68126.9,0.0,11400.0,34000.0,2019-06-27 13:46:21.14935
15,158891,YPF.Nq.EOr-105(h),NO CONVENCIONAL,2631.5,34,7070.22,261.45,62480.3,0.0,11454.0,34000.0,2019-06-27 13:46:21.14935
16,158752,YPF.Nq.EOr-106(h),NO CONVENCIONAL,2412.5,31,5514.3,906.075,43557.5,0.0,11500.0,34000.0,2019-06-27 13:46:21.14935
17,154185,YPF.Nq.EOr-11,NO CONVENCIONAL,0.0,5,248.49,869.13,5578.4,0.0,8915.0,28000.0,2019-06-27 13:46:21.14935
18,154186,YPF.Nq.EOr-12(d),NO CONVENCIONAL,0.0,5,128.385,1047.96,6023.1,0.0,10298.0,28000.0,2019-06-27 13:46:21.14935
19,159834,YPF.Nq.EOr-157(h),NO CONVENCIONAL,1424.5,18,3131.19,528.93,26244.0,0.0,11000.0,34000.0,2019-06-27 13:46:21.14935
20,159835,YPF.Nq.EOr-158(h),NO CONVENCIONAL,1424.3,18,3138.345,538.065,27100.0,0.0,11463.0,34000.0,2019-06-27 13:46:21.14935
21,159836,YPF.Nq.EOr-160(h),NO CONVENCIONAL,1424.5,18,3121.515,523.485,26612.0,0.0,11497.0,34000.0,2019-06-27 13:46:21.14935
22,159705,YPF.Nq.EOr-161(h),NO CONVENCIONAL,1912.3,24,4324.5,709.47,35165.4,0.0,11151.0,32000.0,2019-06-27 13:46:21.14935
23,159706,YPF.Nq.EOr-162(h),NO CONVENCIONAL,1592.3,20,3560.355,597.465,29603.6,0.0,11047.0,32000.0,2019-06-27 13:46:21.14935
24,159707,YPF.Nq.EOr-163(h),NO CONVENCIONAL,1832.3,23,4081.14,682.2,33385.0,0.0,11490.0,32000.0,2019-06-27 13:46:21.14935
25,159708,YPF.Nq.EOr-164(h),NO CONVENCIONAL,2082.3,26,4660.875,765.81,38542.6,0.0,11600.0,32000.0,2019-06-27 13:46:21.14935
26,153318,YPF.Nq.EOr-19,NO CONVENCIONAL,0.0,5,476.55,601.56,5861.0,0.0,9030.0,26000.0,2019-06-27 13:46:21.14935
27,153319,YPF.Nq.EOr-20(d),NO CONVENCIONAL,0.0,5,534.33,610.38,5957.65341812401,0.0,9500.0,26000.0,2019-06-27 13:46:21.14935
28,154187,YPF.Nq.EOr-21(h),NO CONVENCIONAL,1093.8,14,2040.525,1426.545,17285.57889,0.0,10485.0,28000.0,2019-06-27 13:46:21.14935
29,154188,YPF.Nq.EOr-22(h),NO CONVENCIONAL,1061.1,14,1088.865,1862.55,14115.1,0.0,12000.0,28000.0,2019-06-27 13:46:21.14935
30,154745,YPF.Nq.EOr-25(d),NO CONVENCIONAL,0.0,5,82.44,593.64,4456.5,0.0,10445.0,28000.0,2019-06-27 13:46:21.14935
31,154746,YPF.Nq.EOr-26(d),NO CONVENCIONAL,0.0,5,430.245,724.725,5578.7,0.0,10218.0,28000.0,2019-06-27 13:46:21.14935
32,155525,YPF.Nq.EOr-27(h),NO CONVENCIONAL,1157.5,15,335.565,3405.285,17107.0,0.0,10800.0,26000.0,2019-06-27 13:46:21.14935
33,155621,YPF.Nq.EOr-29,NO CONVENCIONAL,0.0,5,63.045,1037.385,4258.0,0.0,10867.0,26000.0,2019-06-27 13:46:21.14935
34,146977,YPF.Nq.EOr-3,NO CONVENCIONAL,0.0,5,340.38,783.0,7007.6,0.0,9161.0,30000.0,2019-06-27 13:46:21.14935
35,155826,YPF.Nq.EOr-31,NO CONVENCIONAL,0.0,4,263.25,751.815,3748.9,0.0,9345.0,26000.0,2019-06-27 13:46:21.14935
36,155827,YPF.Nq.EOr-32(h),NO CONVENCIONAL,728.7,10,507.51,1699.47,12096.2,0.0,10641.0,26000.0,2019-06-27 13:46:21.14935
37,155828,YPF.Nq.EOr-33(h),NO CONVENCIONAL,998.45,35,334.125,2221.515,12252.2,0.0,10261.0,26000.0,2019-06-27 13:46:21.14935
38,155829,YPF.Nq.EOr-34(d),NO CONVENCIONAL,0.0,3,60.12,901.71,4373.0,0.0,9793.0,26000.0,2019-06-27 13:46:21.14935
39,156469,YPF.Nq.EOr-35(d),NO CONVENCIONAL,0.0,6,73.125,900.36,3921.3,0.0,10506.0,28000.0,2019-06-27 13:46:21.14935
40,156470,YPF.Nq.EOr-36(h),NO CONVENCIONAL,1169.5,15,647.37,2859.795,19267.2,0.0,11000.0,28000.0,2019-06-27 13:46:21.14935
41,156471,YPF.Nq.EOr-37(h),NO CONVENCIONAL,1925.5,27,551.385,5077.71,27922.52864,0.0,10690.0,28000.0,2019-06-27 13:46:21.14935
42,156472,YPF.Nq.EOr-38,NO CONVENCIONAL,0.0,4,89.775,853.83,4170.1,0.0,8490.0,28000.0,2019-06-27 13:46:21.14935
43,146978,YPF.Nq.EOr-4(h),NO CONVENCIONAL,985.2,17,694.485,3141.0,24705.0,0.0,10293.0,30000.0,2019-06-27 13:46:21.14935
44,156741,YPF.Nq.EOr-41(h),NO CONVENCIONAL,966.7,10,1072.305,1218.825,19763.0,0.0,11000.0,32000.0,2019-06-27 13:46:21.14935
45,156742,YPF.Nq.EOr-42,NO CONVENCIONAL,0.0,8,699.345,284.13,5961.69,0.0,11000.0,32000.0,2019-06-27 13:46:21.14935
46,156965,YPF.Nq.EOr-43(h),NO CONVENCIONAL,1509.5,18,2921.355,750.78,26805.4,0.0,11239.0,32000.0,2019-06-27 13:46:21.14935
47,156966,YPF.Nq.EOr-44(h),NO CONVENCIONAL,1509.5,18,2922.12,773.505,26690.3,0.0,11184.0,32000.0,2019-06-27 13:46:21.14935
48,156871,YPF.Nq.EOr-45,NO CONVENCIONAL,0.0,8,789.66,199.53,5956.7,0.0,11271.0,32000.0,2019-06-27 13:46:21.14935
49,156872,YPF.Nq.EOr-46(h),NO CONVENCIONAL,1447.5,18,2934.18,767.07,27490.5,0.0,11275.0,32000.0,2019-06-27 13:46:21.14935
50,156743,YPF.Nq.EOr-49(h),NO CONVENCIONAL,966.7,10,1317.195,929.475,19237.0,0.0,11820.0,32000.0,2019-06-27 13:46:21.14935
51,146979,YPF.Nq.EOr-5(d),NO CONVENCIONAL,0.0,5,212.04,889.38,6918.86,0.0,10087.0,30000.0,2019-06-27 13:46:21.14935
52,158145,YPF.Nq.EOr-52(h),NO CONVENCIONAL,1787.4,23,4152.42,563.94,34135.2,0.0,11180.0,32000.0,2019-06-27 13:46:21.14935
53,158236,YPF.Nq.EOr-53(h),NO CONVENCIONAL,1467.6,19,3377.88,459.405,26848.5,0.0,11990.0,32000.0,2019-06-27 13:46:21.14935
54,158237,YPF.Nq.EOr-54(h),NO CONVENCIONAL,2026.6,26,4643.01,640.395,37018.2,0.0,11280.0,32000.0,2019-06-27 13:46:21.14935
55,158146,YPF.Nq.EOr-55(h),NO CONVENCIONAL,1715.3,22,4048.065,559.575,34096.9,0.0,11045.0,32000.0,2019-06-27 13:46:21.14935
56,157404,YPF.Nq.EOr-56(h),NO CONVENCIONAL,1479.3,19,3451.005,431.415,31434.6,0.0,11186.0,32000.0,2019-06-27 13:46:21.14935
57,157322,YPF.Nq.EOr-57(h),NO CONVENCIONAL,1480.3,19,3450.285,463.635,30693.9,0.0,11600.0,32000.0,2019-06-27 13:46:21.14935
58,157405,YPF.Nq.EOr-58(h),NO CONVENCIONAL,1547.3,20,3601.215,481.32,32020.2,0.0,11050.0,32000.0,2019-06-27 13:46:21.14935
59,157406,YPF.Nq.EOr-59(h),NO CONVENCIONAL,1548.3,20,3791.34,318.285,31247.1,0.0,11150.0,32000.0,2019-06-27 13:46:21.14935
60,146980,YPF.Nq.EOr-6(h),NO CONVENCIONAL,1188.9,15,601.74,2451.42,20589.3,0.0,10374.0,30000.0,2019-06-27 13:46:21.14935
61,157407,YPF.Nq.EOr-60(h),NO CONVENCIONAL,1666.3,21,3805.56,504.225,31177.0,0.0,11191.0,32000.0,2019-06-27 13:46:21.14935
62,157858,YPF.Nq.EOr-61(h),NO CONVENCIONAL,1441.6,19,3429.63,475.02,28386.2,0.0,11100.0,32000.0,2019-06-27 13:46:21.14935
63,157790,YPF.Nq.EOr-62(h),NO CONVENCIONAL,1452.5,15,1785.735,1716.03,32415.2,0.0,11078.0,32000.0,2019-06-27 13:46:21.14935
64,157791,YPF.Nq.EOr-63(h),NO CONVENCIONAL,1496.5,15,1816.065,1736.82,31909.2,0.0,11251.0,32000.0,2019-06-27 13:46:21.14935
65,157859,YPF.Nq.EOr-64(h),NO CONVENCIONAL,1707.6,22,3978.45,552.06,33594.1,0.0,11300.0,32000.0,2019-06-27 13:46:21.14935
66,158038,YPF.Nq.EOr-69(h),NO CONVENCIONAL,1719.4,22,3978.315,554.49,32718.9,0.0,11373.0,32000.0,2019-06-27 13:46:21.14935
67,153461,YPF.Nq.EOr-7(d),NO CONVENCIONAL,0.0,5,530.64,605.34,5928.0,0.0,9500.0,26000.0,2019-06-27 13:46:21.14935
68,157969,YPF.Nq.EOr-70(h),NO CONVENCIONAL,1615.4,21,3814.155,518.985,31037.8,0.0,11260.0,32000.0,2019-06-27 13:46:21.14935
69,158039,YPF.Nq.EOr-71(h),NO CONVENCIONAL,1613.3,21,3796.515,533.835,30179.0,0.0,11165.0,32000.0,2019-06-27 13:46:21.14935
70,158040,YPF.Nq.EOr-72(h),NO CONVENCIONAL,1640.3,21,3792.645,522.54,30197.9,0.0,11100.0,32000.0,2019-06-27 13:46:21.14935
71,157970,YPF.Nq.EOr-73(h),NO CONVENCIONAL,1637.9,21,3784.14,556.02,31607.4,0.0,12000.0,32000.0,2019-06-27 13:46:21.14935
72,159980,YPF.Nq.EOr-74(h),NO CONVENCIONAL,1327.5,18,3341.475,536.85,27378.9,0.0,11393.0,34000.0,2019-06-27 13:46:21.14935
73,159981,YPF.Nq.EOr-75(h),NO CONVENCIONAL,1008.5,13,2376.765,390.555,19644.5,0.0,11171.0,34000.0,2019-06-27 13:46:21.14935
74,159982,YPF.Nq.EOr-76(h)(I),NO CONVENCIONAL,1106.5,15,2797.38,437.625,22561.7,0.0,11212.0,34000.0,2019-06-27 13:46:21.14935
75,157105,YPF.Nq.EOr-78(h),NO CONVENCIONAL,1276.4,16,2597.895,694.98,24121.0,0.0,11066.0,32000.0,2019-06-27 13:46:21.14935
76,157106,YPF.Nq.EOr-79(h),NO CONVENCIONAL,1260.4,16,2372.805,928.44,23746.3,0.0,10970.0,32000.0,2019-06-27 13:46:21.14935
77,153462,YPF.Nq.EOr-8(d),NO CONVENCIONAL,0.0,5,529.875,606.195,5920.0,0.0,8860.0,26000.0,2019-06-27 13:46:21.14935
78,157107,YPF.Nq.EOr-80(h),NO CONVENCIONAL,1196.4,16,2614.14,705.06,23635.9,0.0,11180.0,32000.0,2019-06-27 13:46:21.14935
79,157108,YPF.Nq.EOr-81(h),NO CONVENCIONAL,1267.9,16,2633.985,697.41,23662.0,0.0,11450.0,32000.0,2019-06-27 13:46:21.14935
80,157860,YPF.Nq.EOr-82(h),NO CONVENCIONAL,1652.5,17,2282.085,1751.085,34865.4,0.0,11170.0,32000.0,2019-06-27 13:46:21.14935
81,157408,YPF.Nq.EOr-83(h),NO CONVENCIONAL,1719.4,21,3802.05,513.45,32011.8,0.0,11183.0,32000.0,2019-06-27 13:46:21.14935
82,159376,YPF.Nq.EOr-85(h),NO CONVENCIONAL,1785.5,24,4270.005,717.12,33525.9,0.0,11380.0,34000.0,2019-06-27 13:46:21.14935
83,159377,YPF.Nq.EOr-88(h),NO CONVENCIONAL,1860.5,25,4436.865,751.05,35038.6,0.0,11316.0,34000.0,2019-06-27 13:46:21.14935
84,159378,YPF.Nq.EOr-89(h),NO CONVENCIONAL,1860.5,25,4440.6,726.3449999999989,34523.45,0.0,11200.0,34000.0,2019-06-27 13:46:21.14935
85,154747,YPF.Nq.EOr-9(h),NO CONVENCIONAL,1018.1,13,859.545,2120.355,13329.9,0.0,11238.0,28000.0,2019-06-27 13:46:21.14935
86,158421,YPF.Nq.EOr-90(h),NO CONVENCIONAL,1956.5,25,4420.935,736.379999999999,34632.5,0.0,11268.0,34000.0,2019-06-27 13:46:21.14935
87,158422,YPF.Nq.EOr-91(h),NO CONVENCIONAL,1938.5,25,4403.745,748.17,33952.7,0.0,11220.0,34000.0,2019-06-27 13:46:21.14935
88,158423,YPF.Nq.EOr-92(h),NO CONVENCIONAL,1944.5,25,4412.97,746.6849999999989,33199.0,0.0,11060.0,34000.0,2019-06-27 13:46:21.14935
89,158424,YPF.Nq.EOr-93(h),NO CONVENCIONAL,1966.5,25,4442.175,732.78,34128.0,0.0,11400.0,34000.0,2019-06-27 13:46:21.14935
90,158425,YPF.Nq.EOr-94(h),NO CONVENCIONAL,1956.5,25,4407.75,744.75,32803.0,0.0,11215.0,34000.0,2019-06-27 13:46:21.14935
91,158426,YPF.Nq.EOr-95(h),NO CONVENCIONAL,2110.5,27,4770.225,795.4649999999989,36232.2,0.0,11200.0,34000.0,2019-06-27 13:46:21.14935
92,156550,YPF.Nq.LACh-10(h),NO CONVENCIONAL,1367.5,18,3770.28,654.3,17528.2,0.0,10356.0,22000.0,2019-06-27 13:46:21.14935
93,156473,YPF.Nq.LACh-12(h),NO CONVENCIONAL,1145.1,15,635.4,2815.245,17467.1,0.0,11524.0,26000.0,2019-06-27 13:46:21.14935
94,156320,YPF.Nq.LACh-13(h),NO CONVENCIONAL,1170.6,15,169.965,3150.585,12639.0,0.0,12500.0,26000.0,2019-06-27 13:46:21.14935
95,156474,YPF.Nq.LACh-14,NO CONVENCIONAL,0.0,4,687.24,225.9,3780.5,0.0,10816.0,24000.0,2019-06-27 13:46:21.14935
96,156551,YPF.Nq.LACh-16,NO CONVENCIONAL,0.0,5,835.515,410.445,6801.5,0.0,9461.0,24000.0,2019-06-27 13:46:21.14935
97,156744,YPF.Nq.LACh-17(d),NO CONVENCIONAL,0.0,5,956.745,193.95,5443.0,0.0,10933.0,20000.0,2019-06-27 13:46:21.14935
98,156967,YPF.Nq.LACh-21(h),NO CONVENCIONAL,1464.4,18,2084.04,2436.525,18005.2,0.0,11215.0,24000.0,2019-06-27 13:46:21.14935
99,156968,YPF.Nq.LACh-22(h),NO CONVENCIONAL,1428.5,18,2016.54,2488.86,17725.2,0.0,10912.0,24000.0,2019-06-27 13:46:21.14935
100,157861,YPF.Nq.LACh-24(h),NO CONVENCIONAL,1520.5,16,3323.52,666.765,15996.7,0.0,10740.0,26000.0,2019-06-27 13:46:21.14935
101,157862,YPF.Nq.LACh-26(h),NO CONVENCIONAL,996.0,13,2543.85,655.38,19437.0,0.0,10770.0,26000.0,2019-06-27 13:46:21.14935
102,158238,YPF.Nq.LACh-33(h),NO CONVENCIONAL,1465.5,18,3771.135,625.545,17972.9,0.0,10663.0,24000.0,2019-06-27 13:46:21.14935
103,158239,YPF.Nq.LACh-34(h),NO CONVENCIONAL,1482.5,18,3807.765,641.385,26914.4,0.0,10862.0,24000.0,2019-06-27 13:46:21.14935
104,158753,YPF.Nq.LACh-36(h),NO CONVENCIONAL,1785.8,23,4778.91,688.41,22556.9,0.0,11691.0,30000.0,2019-06-27 13:46:21.14935
105,159026,YPF.Nq.LACh-37(h),NO CONVENCIONAL,1820.3,23,4775.355,703.89,33876.8,0.0,11540.0,30000.0,2019-06-27 13:46:21.14935
106,157863,YPF.Nq.LACh-39(h),NO CONVENCIONAL,1221.5,16,3362.445,652.95,15656.5,0.0,10636.0,28000.0,2019-06-27 13:46:21.14935
107,159135,YPF.Nq.LACh-40(h),NO CONVENCIONAL,1197.5,16,3252.555,476.37,15590.2,0.0,10800.0,28000.0,2019-06-27 13:46:21.14935
108,158041,YPF.Nq.LACh-42(h),NO CONVENCIONAL,1428.5,18,3788.82,769.95,17713.4,0.0,10683.0,26000.0,2019-06-27 13:46:21.14935
109,158042,YPF.Nq.LACh-43(h),NO CONVENCIONAL,1465.5,18,3564.405,927.63,26815.2,0.0,10721.0,26000.0,2019-06-27 13:46:21.14935
110,159136,YPF.Nq.LACh-44(h),NO CONVENCIONAL,1499.5,19,3968.82,560.925,27926.7,0.0,10771.0,40000.0,2019-06-27 13:46:21.14935
111,158754,YPF.Nq.LACh-45(h),NO CONVENCIONAL,1254.5,16,3325.05,488.52,23018.0,0.0,10638.0,40000.0,2019-06-27 13:46:21.14935
112,159379,YPF.Nq.LACh-49(h),NO CONVENCIONAL,1466.7,19,3848.04,552.915,18175.8,0.0,11142.0,26000.0,2019-06-27 13:46:21.14935
113,159222,YPF.Nq.LACh-59(h),NO CONVENCIONAL,1485.5,25,5225.4,748.125,24802.4,0.0,11218.0,32000.0,2019-06-27 13:46:21.14935
114,159223,YPF.Nq.LACh-60(h),NO CONVENCIONAL,1458.3,18,3676.635,543.599999999999,35128.8,0.0,12128.0,32000.0,2019-06-27 13:46:21.14935
115,159280,YPF.Nq.LACh-61(h),NO CONVENCIONAL,1485.3,25,5112.9,739.755,24813.0,0.0,11253.0,32000.0,2019-06-27 13:46:21.14935
116,159224,YPF.Nq.LACh-62(h),NO CONVENCIONAL,1540.3,19,3875.625,572.535,36711.9,0.0,11267.0,32000.0,2019-06-27 13:46:21.14935
117,159709,YPF.Nq.LACh-63(h),NO CONVENCIONAL,1950.3,25,5086.485,765.09,24118.8,0.0,11741.0,34000.0,2019-06-27 13:46:21.14935
118,159710,YPF.Nq.LACh-64(h),NO CONVENCIONAL,2029.3,26,5269.545,821.565,25593.4,0.0,11780.0,34000.0,2019-06-27 13:46:21.14935
119,159711,YPF.Nq.LACh-65(h),NO CONVENCIONAL,1938.8,25,5141.925,804.33,25431.2,0.0,11619.0,34000.0,2019-06-27 13:46:21.14935
120,160049,YPF.Nq.LACh-70(h),NO CONVENCIONAL,2424.3,31,6361.155,966.1950000000012,45767.0,0.0,11900.0,36000.0,2019-06-27 13:46:21.14935
121,160050,YPF.Nq.LACh-71(h),NO CONVENCIONAL,2341.3,30,6184.98,945.4050000000012,27685.0,0.0,11880.0,36000.0,2019-06-27 13:46:21.14935
122,160051,YPF.Nq.LACh-72(h),NO CONVENCIONAL,1814.3,23,4729.5,683.685,21667.0,0.0,12100.0,36000.0,2019-06-27 13:46:21.14935
123,160333,YPF.Nq.LACh-74(h),NO CONVENCIONAL,1485.0,24,4903.785,725.445,25590.0,0.0,14170.0,38000.0,2019-06-27 13:46:21.14935
124,160334,YPF.Nq.LACh-75(h),NO CONVENCIONAL,1467.0,19,3856.455,506.475,28637.0,0.0,12200.0,38000.0,2019-06-27 13:46:21.14935
125,160430,YPF.Nq.LACh-76(h),NO CONVENCIONAL,1475.0,19,3863.52,538.155,19028.0,0.0,11820.0,38000.0,2019-06-27 13:46:21.14935
126,160431,YPF.Nq.LACh-77(h),NO CONVENCIONAL,1422.0,24,4894.38,646.65,24566.0,0.0,11420.0,38000.0,2019-06-27 13:46:21.14935
127,156475,YPF.Nq.LACh-8(h),NO CONVENCIONAL,1200.6,15,1000.8,2564.685,21838.1,0.0,10950.0,26000.0,2019-06-27 13:46:21.14935
128,160146,YPF.Nq.LACh-92(h),NO CONVENCIONAL,1495.5,19,3959.595,564.795000000001,18867.0,0.0,10982.0,32000.0,2019-06-27 13:46:21.14935
129,144850,YPF.Nq.LCav.e-6,NO CONVENCIONAL,0.0,5,43.65,1012.68,4542.6,0.0,8955.0,22000.0,2019-06-27 13:46:21.14935
130,158892,YPF.Nq.LCav-12(h),NO CONVENCIONAL,1908.3,25,5135.22,774.855,36272.0,0.0,11597.0,34000.0,2019-06-27 13:46:21.14935
131,158755,YPF.Nq.LCav-13(h),NO CONVENCIONAL,1994.5,20,4137.66,606.96,29558.4,0.0,11496.0,34000.0,2019-06-27 13:46:21.14935
132,156552,YPF.Nq.LCav-16(h),NO CONVENCIONAL,1148.0,15,611.955,3003.03,15546.7,0.0,10705.0,24000.0,2019-06-27 13:46:21.14935
133,159983,YPF.Nq.LCav-19(h),NO CONVENCIONAL,2032.3,32,5603.625,710.762410874888,47309.7,0.0,12549.0,34000.0,2019-06-27 13:46:21.14935
134,159984,YPF.Nq.LCav-20(h),NO CONVENCIONAL,1984.7,38,7593.3,1040.895,57868.5,0.0,12037.0,34000.0,2019-06-27 13:46:21.14935
135,159985,YPF.Nq.LCav-22(h),NO CONVENCIONAL,1568.3,20,4107.69,640.89,31114.4,0.0,11501.0,32000.0,2019-06-27 13:46:21.14935
136,159986,YPF.Nq.LCav-23(h),NO CONVENCIONAL,1984.3,25,5046.165,777.735,38304.9,0.0,11927.0,32000.0,2019-06-27 13:46:21.14935
137,159837,YPF.Nq.LCav-24(h),NO CONVENCIONAL,1984.3,24,4908.78,685.62,37125.0,0.0,11385.0,34000.0,2019-06-27 13:46:21.14935
138,159838,YPF.Nq.LCav-25(h),NO CONVENCIONAL,1920.3,22,4483.44,645.120000000001,33454.0,0.0,11280.0,34000.0,2019-06-27 13:46:21.14935
139,160052,YPF.Nq.LCav-34(h),NO CONVENCIONAL,1984.3,25,5120.82,797.22,38172.1,0.0,12025.0,32000.0,2019-06-27 13:46:21.14935
140,144388,YPF.Nq.LLL.a-481,NO CONVENCIONAL,0.0,4,45.54,838.395,3823.7,0.0,9400.0,22000.0,2019-06-27 13:46:21.14935
141,137240,YPF.Nq.LLL.a-514h,NO CONVENCIONAL,891.3,10,59.895,2190.42,16332.4,0.0,10330.0,28000.0,2019-06-27 13:46:21.14935
142,136996,YPF.Nq.LLL.a-579,NO CONVENCIONAL,0.0,5,64.215,547.425,4580.6,0.0,7265.0,16000.0,2019-06-27 13:46:21.14935
143,156476,YPF.Nq.LLL-1020(d),NO CONVENCIONAL,0.0,4,483.75,612.9,6338.5,0.0,13644.0,30000.0,2019-06-27 13:46:21.14935
144,156477,YPF.Nq.LLL-1021(d),NO CONVENCIONAL,0.0,4,514.845,618.66,6092.7,0.0,10727.0,30000.0,2019-06-27 13:46:21.14935
145,156478,YPF.Nq.LLL-1022(d),NO CONVENCIONAL,0.0,4,497.205,634.545,5132.7,0.0,10364.0,30000.0,2019-06-27 13:46:21.14935
146,156479,YPF.Nq.LLL-1023(d),NO CONVENCIONAL,0.0,4,509.085,606.285,5474.7,0.0,10700.0,30000.0,2019-06-27 13:46:21.14935
147,155218,YPF.Nq.LLL-1031(d),NO CONVENCIONAL,0.0,4,298.755,781.56,5019.1,0.0,10747.0,26000.0,2019-06-27 13:46:21.14935
148,155219,YPF.Nq.LLL-1032(d),NO CONVENCIONAL,0.0,4,308.475,792.945,4975.802635,0.0,9683.0,26000.0,2019-06-27 13:46:21.14935
149,155220,YPF.Nq.LLL-1033(d),NO CONVENCIONAL,0.0,4,294.975,783.135,4958.9442450000015,0.0,11294.0,26000.0,2019-06-27 13:46:21.14935
150,155221,YPF.Nq.LLL-1034,NO CONVENCIONAL,0.0,4,301.275,725.355,4869.82642,0.0,10227.0,26000.0,2019-06-27 13:46:21.14935
151,155222,YPF.Nq.LLL-1035(d),NO CONVENCIONAL,0.0,4,305.055,791.73,4891.948128,0.0,10392.0,30000.0,2019-06-27 13:46:21.14935
152,155411,YPF.Nq.LLL-1036(d),NO CONVENCIONAL,0.0,4,307.215,787.41,4789.1025954,0.0,11931.0,30000.0,2019-06-27 13:46:21.14935
153,155412,YPF.Nq.LLL-1037(d),NO CONVENCIONAL,0.0,4,305.325,681.975,4659.153598800001,0.0,10500.0,30000.0,2019-06-27 13:46:21.14935
154,155526,YPF.Nq.LLL-1038(d),NO CONVENCIONAL,0.0,4,279.225,703.305,3618.977788,0.0,10200.0,28000.0,2019-06-27 13:46:21.14935
155,155527,YPF.Nq.LLL-1039(d),NO CONVENCIONAL,0.0,3,181.665,511.29,3317.75689,0.0,9600.0,28000.0,2019-06-27 13:46:21.14935
156,155624,YPF.Nq.LLL-1040(d),NO CONVENCIONAL,0.0,4,280.08,742.59,3736.122374285711,0.0,12500.0,28000.0,2019-06-27 13:46:21.14935
157,155528,YPF.Nq.LLL-1041(d),NO CONVENCIONAL,0.0,4,285.975,748.755,4833.1,0.0,12500.0,28000.0,2019-06-27 13:46:21.14935
158,155413,YPF.Nq.LLL-1042(d),NO CONVENCIONAL,0.0,3,194.085,585.09,3645.6,0.0,10979.0,32000.0,2019-06-27 13:46:21.14935
159,155414,YPF.Nq.LLL-1043(d),NO CONVENCIONAL,0.0,4,280.485,811.71,5009.9,0.0,9780.0,32000.0,2019-06-27 13:46:21.14935
160,155415,YPF.Nq.LLL-1044(d),NO CONVENCIONAL,0.0,4,265.635,830.295,4841.1,0.0,10531.0,32000.0,2019-06-27 13:46:21.14935
161,155416,YPF.Nq.LLL-1045(d),NO CONVENCIONAL,0.0,4,274.23,797.67,4906.7,0.0,12160.0,32000.0,2019-06-27 13:46:21.14935
162,155625,YPF.Nq.LLL-1046(d),NO CONVENCIONAL,0.0,4,89.325,978.435,4228.5,0.0,10740.0,30000.0,2019-06-27 13:46:21.14935
163,155626,YPF.Nq.LLL-1047(d),NO CONVENCIONAL,0.0,4,281.565,767.025,4929.3,0.0,11528.0,30000.0,2019-06-27 13:46:21.14935
164,155627,YPF.Nq.LLL-1048(d),NO CONVENCIONAL,0.0,4,160.605,909.675,5113.0,0.0,10853.0,30000.0,2019-06-27 13:46:21.14935
